"corpus","hin_news_2019"
"पदार्थो",8
"पनपता",8
"आजिज",8
"पप्पूराम",8
"kohli",8
"kiff",8
"परदेशी",8
"आडवाणीजी",8
"कोकण",8
"कोका",8
"सूंघने",8
"आतंकित",8
"परिंदे",8
"आता-जाता",8
"कोट्टायम",8
"परिपत्र",8
"परिबेश",8
"कोडनेम",8
"आतीं",8
"कोडिंग",8
"कोन",8
"2.",8
"परोस",8
"परोसते",8
"पर्चियां",8
"पर्टिकुलेट",8
"पर्दाफ़ाश",8
"कोर्पोरेशन",8
"पर्सन्स",8
"कोर्बिन",8
"ljp",8
"आत्मीय",8
"आत्मीयता",8
"पलानीसामी",8
"पलासिया",8
"पले-बढ़े",8
"पल्लवी",8
"कोव",8
"पश्तूनों",8
"पश्चाताप",8
"पश्मिना",8
"462",8
"m2",8
"पहनाए",8
"कोस्टा",8
"पहर",8
"पहरे",8
"कोहली।",8
"कौंब",8
"पहुँचता",8
"पहुँचते",8
"पहुँचकर",8
"आधा-आधा",8
"पहुं",8
"कौलेज",8
"पहुच",8
"आधे-अधूरे",8
"पाऊंगी",8
"आनन",8
"पाठशाला",8
"पाठ्य",8
"आनुषांगिक",8
"आनेवाला",8
"पानी-पानी",8
"पाबंदिया",8
"क्रिस्टीन",8
"दलबीर",8
"पाब्रेडे",8
"पायो",8
"पारण",8
"क्रेज़",8
"क्रेविंग",8
"आपलोग",8
"क्रॉनिकल",8
"क्रोएशिया",8
"पार्टी-शिवसेना",8
"पार्थसारथी",8
"पालनपुर",8
"पालोनजी",8
"पाहन",8
"ming",8
"क्लीयर",8
"पिजोल",8
"आभूषणों",8
"mnp",8
"पिन्येरा",8
"पिलाकर",8
"पीएफ़",8
"पीएम-किसान",8
"क्वॉड-कोर",8
"पीएसपी",8
"पीएससी",8
"आमूल",8
"पीगासस",8
"आमूलचूल",8
"पीटता",8
"क्षरण",8
"क्षीण",8
"motor",8
"पीटीआई-भाषा",8
"क्षुद्र",8
"आयरिश",8
"सेनेगल",8
"पीवीआर",8
"पुंगनूर",8
"पुंडरी",8
"पुत्रों",8
"पुर",8
"2.5d",8
"आयेंगे।",8
"आयेगी।",8
"पुरोहितों",8
"पुरे",8
"पुलिस-वकील",8
"खपा",8
"पूछेगा",8
"अलाउंस",8
"आरऐंडडी",8
"खरीद-बिक्री",8
"आरओसी",8
"2.85",8
"आरकेडब्लू",8
"पेंटिंग्स",8
"पेंटर",8
"ncp-कांग्रेस",8
"ndtv",8
"आरडब्ल्यूए",8
"पेमा",8
"खली",8
"पेयर",8
"ख़ज़ाने",8
"पेसरों",8
"आरपीसी",8
"आरपीएम",8
"ख़यालात",8
"ख़राबी",8
"पैक्ड",8
"पैगम्बर",8
"ख़लीलज़ाद",8
"nexon",8
"ख़ालीपन",8
"पॉलिश",8
"पोटेशियम",8
"ख़ुशहाली",8
"पोता",8
"13वीं",8
"ख़ुशी-ख़ुशी",8
"आर्केड",8
"सेवी",8
"ख़ैर",8
"ख़्याल",8
"पोर्नोग्राफी",8
"पोलित",8
"पोषित",8
"पोषाहार",8
"आर्टिकल्स",8
"खाएं।",8
"आर्थराइटिस",8
"पौधरोपण",8
"खाट",8
"npci",8
"now",8
"खातीं",8
"प्याले",8
"प्योंगयांग",8
"आर्बिटर",8
"खादर",8
"nrg",8
"खानपुर",8
"20.5",8
"खानापूर्ति",8
"प्रतापगढ़",8
"आलस",8
"प्रतिकार",8
"372",8
"अपुन",8
"nsui",8
"खिंचवाते",8
"खिंचाने",8
"आलोचनात्मक",8
"खिलने",8
"प्रथाओं",8
"प्रदर्श",8
"प्रनूतन",8
"प्रबंधों",8
"खिसका",8
"खींचा।",8
"प्रयोगशालाओं",8
"खुद-ब-खुद",8
"खुमार",8
"प्रशिक्षक",8
"प्रशिक्षु",8
"आशाओं",8
"प्रश्नचिन्ह",8
"खुलवा",8
"प्रसारणकर्ता",8
"आशिक़",8
"प्रस्ताव।",8
"प्रहरी",8
"p30",8
"प्राग",8
"प्रात",8
"खुसरो",8
"padukone",8
"प्रापर्टी",8
"प्राधिकार",8
"14.3",8
"प्राप्‍त",8
"pan",8
"प्रार्थनाएं",8
"parineeti",8
"प्री-वेडिंग",8
"प्रीवेंशन",8
"pawan",8
"प्रेरणादायी",8
"खेलें।",8
"आसुस",8
"प्रॉटेक्शन",8
"आस्क",8
"pco",8
"आस्ट्रेलियाई",8
"आस्थाओं",8
"खोखा",8
"प्रोडक्टिविटी",8
"खोट",8
"खोजों",8
"कलेक्टिव",8
"प्रोफे़सर",8
"प्रोवाइड",8
"प्रोमोशन",8
"प्रोविजनल",8
"pgvcl",8
"2009-10",8
"आड़े",8
"प्‍लांट",8
"pink",8
"पड़ाव",8
"ग",8
"516",8
"फंडिग",8
"गंगासागर",8
"2010-11",8
"फंसाना",8
"फख्र",8
"फतवा",8
"फणनवीस",8
"फयाज",8
"फरदीन",8
"pml-n",8
"520",8
"गंवाया।",8
"फरियादी",8
"फरीद",8
"10.2",8
"फर्मेंटेशन",8
"फर्मेंटेड",8
"525",8
"फस्र्ट",8
"फ़र्ज़",8
"इंटर्न",8
"गड़रिया",8
"गड़े",8
"इंटीग्रेट",8
"poor",8
"pr",8
"इंट्री",8
"prbt",8
"फ़ैक्ट्रियां",8
"फ़ैन्स",8
"गदर",8
"गत्ते",8
"गफलत",8
"फ़्रांसीसी",8
"फ़्रैंक",8
"गमगीन",8
"फाइनली",8
"फाइनेंसर",8
"फाड़ा",8
"फानन",8
"फाम",8
"फायरब्रांड",8
"शम्स",8
"इंतकाल",8
"फारूक़",8
"फासले",8
"फिक्की",8
"गर्मागर्म",8
"फिजियोथेरेपी",8
"फिजी",8
"गलतफहमियों",8
"फिरोज़",8
"फिरने",8
"फिलवक्त",8
"गली-मोहल्लों",8
"फिल्मकारों",8
"r",8
"फिल्‍में",8
"फिसली",8
"गहना",8
"गहराते",8
"इंवेस्टमेंट",8
"शर्मीला",8
"फूंको",8
"rate",8
"epfo",8
"फूलचंद",8
"ग़ाज़ी",8
"फेंका।",8
"ग़ैर-बराबरी",8
"इंस्टिट्यूशन",8
"इंस्टीट्यूशन",8
"इंस्टेक्स",8
"फैज़",8
"फैज",8
"फैलाता",8
"फैली।",8
"फॉरन",8
"फॉर्ड",8
"फॉर्मल",8
"फॉलोअप",8
"0.52",8
"फोटोः",8
"गान",8
"गाधी",8
"56वें",8
"फ्राइज़",8
"फ्रिक्वेंसी",8
"फ्राई",8
"गार्डियन",8
"इक्विपमेंट्स",8
"फ्लॉन्ट",8
"rto",8
"गिनाने",8
"rupay",8
"गिब्सन",8
"गिरधर",8
"बंधकों",8
"गिरफ़्तारियां",8
"इडुक्की",8
"बजटीय",8
"बज़",8
"गुआइदो",8
"स्टीरियोटाइप",8
"5th",8
"इथिकल",8
"इदं",8
"बडे़",8
"बढ़ाएगी।",8
"बताएगा।",8
"15-15",8
"6,000mah",8
"गुनगुनाते",8
"गुना-शिवपुरी",8
"बदरुद्दीन",8
"बदरीनाथ",8
"बदसूरत",8
"sg",8
"बधिर",8
"बनया",8
"shalit",8
"shoai",8
"इनेबल",8
"इन्तजार",8
"बनो",8
"shopping",8
"इन्फेंट्री",8
"दिलवाले",8
"गुरेज़",8
"बमवर्षक",8
"बयानबाज़ी",8
"बरक्स",8
"इन्फ्राटेल",8
"बरता",8
"बरनवाल",8
"इन्वाइट्स",8
"skmch",8
"बराज",8
"गूंजा",8
"कहा,मैं",8
"6.0",8
"बर्बरतापूर्ण",8
"20w",8
"बर्रेरा",8
"song",8
"गेंहू",8
"बलवा",8
"बला",8
"इबारत",8
"बल्लव",8
"इमरुल",8
"बसई",8
"15.50",8
"बहरागोड़ा",8
"st",8
"बहाते",8
"इमेरिटस",8
"गैर-संवैधानिक",8
"बहीखाते",8
"गैराज",8
"बहुमंजिला",8
"बहुमुखी",8
"इम्पैक्ट",8
"गॉट",8
"बांगरमऊ",8
"गोंडवाना",8
"story",8
"बांटेंगे",8
"गोता",8
"गोदारा",8
"बाग़ानों",8
"बाघमारा",8
"बाजा",8
"गोमांस",8
"बाटा",8
"t-20",8
"बाढड़ा",8
"गोरखधंधे",8
"बातों-बातों",8
"100.50",8
"इलाहबाद",8
"बाबाओं",8
"गोलाबारूद",8
"बायोमास",8
"स्टाक",8
"बारबार",8
"बारा",8
"इलेक्ट्रोलाइट",8
"गोविन्द",8
"बालकिशन",8
"बालासाहब",8
"बालापुर",8
"बालीवुड",8
"गौतस्कर",8
"बाल्मीकि",8
"बाल्यान",8
"बावल",8
"बावूमा",8
"ग्यारहवीं",8
"tim",8
"ग्रन्थों",8
"बिकवाल",8
"इश्क़",8
"इष्ट",8
"tnpsc",8
"ग्रास",8
"बिगड़े",8
"ग्राहकी",8
"ग्रिनेड",8
"tof",8
"बिछाकर",8
"toi",8
"बिजलानी",8
"इसरायल",8
"बिठाते",8
"बिताई",8
"बिताता",8
"touch",8
"बिन्ह",8
"6174",8
"बिलिंग",8
"बिसरख",8
"बिसीन",8
"बिस्वास",8
"ग्लोब",8
"बिहेव",8
"ग्वालपाड़ा",8
"turo",8
"गढ़",8
"बीएनपी",8
"बीएमडब्ल्यू",8
"बीएमडब्लू",8
"बीएलओ",8
"इज़ाफा",8
"बीचों-बीच",8
"स्लिपरी",8
"बीचों",8
"बीजीआर-34",8
"150वें",8
"स्लीक",8
"बीजेपी-सेना",8
"बीड़",8
"बीडीएस",8
"बीडीडी",8
"घटीं",8
"u3",8
"बीन",8
"बीनू",8
"घड़ियालों",8
"घड़े",8
"बीरेन",8
"बीरबल",8
"घपला",8
"घबराई",8
"घबराएं",8
"100mb",8
"बुझ",8
"बुद्धिमत्ता",8
"बुधनी",8
"बुना",8
"बुने",8
"बुरा-भला",8
"648",8
"ईज़",8
"घाटशिला",8
"uneatale",8
"बुलियन",8
"बूंदें",8
"बृज",8
"ईधन",8
"64वें",8
"घुटना",8
"बेईमान",8
"बेगुनाही",8
"बेघरों",8
"22-23",8
"बेतुकी",8
"ईवी",8
"घेरती",8
"बेयरस्टॉ",8
"65w",8
"बेरमो",8
"बेलारूस",8
"बेवसाइट",8
"बेहूदा",8
"चंदर",8
"उंचा",8
"उंची",8
"चंदेला",8
"बैचलेट",8
"बैटन",8
"बैठा।",8
"बैठूंगा",8
"बैठेंगी",8
"उखाड़कर",8
"670",8
"बैरी",8
"चक्रवातीय",8
"बैलेंसशीट",8
"चक्रीय",8
"बैलों",8
"उगने",8
"उगलते",8
"चटनपल्ली",8
"बॉलर",8
"बोक्का",8
"स्‍क्रीन",8
"बोगियां",8
"चड्ढ़ा",8
"बोरियत",8
"बोलनी",8
"बोलज़ानो",8
"बोलूं",8
"69,000",8
"बोलेगा",8
"चन्द्रो",8
"weiing",8
"बोल्सोनारो",8
"चबाने",8
"बौछारों",8
"चमकता",8
"ब्यूटीफुल",8
"चमके",8
"ब्रदर",8
"ब्रह्मचर्य",8
"चम्बल",8
"चमेली",8
"ब्रिटन",8
"ब्रीफ",8
"ब्रिस्टल",8
"ब्रेल",8
"ब्रैंडेड",8
"69वें",8
"ब्लर",8
"ब्लाक",8
"15वां",8
"ब्लीचिंग",8
"उठाओ",8
"ब्लेयर",8
"6:30",8
"ब्लैकमैन",8
"ब्लॉकचेन",8
"चलाएंगे।",8
"उठापठक",8
"xda",8
"xiaoai",8
"0.15",8
"भजनों",8
"भटकाना",8
"भटकने",8
"भड़काकर",8
"क़ारी",8
"भडक़",8
"चाइनीज़",8
"y12",8
"भरण-पोषण",8
"भरपेट",8
"उडुपी",8
"चारधाम",8
"भाई-भतीजावाद",8
"भाटपारा",8
"चालें",8
"भानू",8
"भारत-जापान",8
"भारतवासी",8
"zenbook",8
"चाहेंगी।",8
"चिंतक",8
"7.20",8
"भिलाई",8
"भीड़-भाड़",8
"भुनाना",8
"उत्तरदायी",8
"भुवन",8
"भुलाने",8
"भू-स्वामी",8
"चिढ़ाने",8
"भूतल",8
"भूतों",8
"चित्तूर",8
"भूमाफिया",8
"भूलें।",8
"चिल",8
"भोजनावकाश",8
"चिल्ड्रन",8
"भोले",8
"मंगलुरू",8
"चीखने",8
"मंजीत",8
"मंडराता",8
"मंत्रोच्चार",8
"16.1",8
"मंदीप",8
"चुटकुले",8
"70-इंच",8
"चुन-चुन",8
"मंहगी",8
"मंहगा",8
"मकबरा",8
"चुनावः",8
"मचअवेटेड",8
"उद्बोधन",8
"चुनेगी",8
"उद्भव",8
"मच्छरदानी",8
"चुनौतियाँ",8
"70वां",8
"मटका",8
"मटन",8
"मटिया",8
"मड",8
"चेंग",8
"अंडरट्रायल",8
"श्योपुर",8
"मथुरापुर",8
"चेज़",8
"चेता",8
"715",8
"मध्यवर्ग",8
"उन्हाेंने",8
"चेरो",8
"मनहूस",8
"उन्होंनें",8
"मनिंदर",8
"चैधरी",8
"चैत्र",8
"चैनपुर",8
"मम्मी-पापा",8
"मर्सेडीज",8
"मल-मूत्र",8
"उपखंड",8
"24x7",8
"मलाला",8
"मल्टिपल",8
"चौतरफ़ा",8
"उपनिषदों",8
"1.16",8
"उपबंध",8
"महत्वकांक्षी",8
"महफूज",8
"महमूदाबाद",8
"महाकाल",8
"महागुजरात",8
"छटा",8
"महात्वाकांक्षी",8
"महादेश्वर",8
"छठीं",8
"छपवाए",8
"महाविजय",8
"महासंग्राम",8
"उपाध्यक्षों",8
"छाछ",8
"महेला",8
"उपार्जन",8
"अंधा",8
"मां-बेटे",8
"मांएं",8
"छापामारों",8
"मांगे।",8
"मांझे",8
"मांफी",8
"उबरकर",8
"माइंडरॉक्स-2019",8
"माइक्रोएसडी",8
"माइल्ड",8
"माइल्ड-हाइब्रिड",8
"माउंटेड",8
"माछिल",8
"माणिकराव",8
"छील",8
"अंबुज",8
"मानते।",8
"छुपाते",8
"छुपाई",8
"मानवतावादी",8
"छूटकर",8
"मानेंगे।",8
"माने।",8
"छोटा-मोटा",8
"251",8
"मायानगरी",8
"उयूनी",8
"मार्कंडेय",8
"ज",8
"7nm",8
"जंगी",8
"उलझनों",8
"अकाउंटेबिलिटी",8
"मास्‍टर",8
"माहिम",8
"माहवारी",8
"मिंटो",8
"जगताप",8
"हाइवे-44",8
"मिन्नतें",8
"256",8
"मिल-जुलकर",8
"मिलाए",8
"मिलाजुला",8
"मिलिए",8
"उसूलों",8
"मिलीलीटर",8
"उस्मानी",8
"मिशन-65",8
"मिसबाहुद्दीन",8
"मिसबाह",8
"मिस्टेक",8
"मीकांग",8
"ऊँचा",8
"जनजातियां",8
"जनजागृति",8
"मीत",8
"अक्षयपात्र",8
"मीरा-भाईंदर",8
"जनमतसंग्रह",8
"जनमिलिशिया",8
"ऊधम",8
"8.10",8
"मुक्का",8
"8.15",8
"जनसांख्यिकी",8
"मुखरता",8
"ऊहापोह",8
"अक्‍सर",8
"जन्मजात",8
"मुचकुंद",8
"8.25",8
"8.20",8
"मुज़फ्फरपुर",8
"जप",8
"मुड़ने",8
"मुड़े",8
"मुताबकि",8
"मुथुस्वामी",8
"ए.के",8
"मुदस्सिर",8
"जबरा",8
"मुनमुन",8
"8.40",8
"मुनादी",8
"मुन्नाभाई",8
"जमां",8
"मुरादनगर",8
"अखिलेश-मायावती",8
"जमापूंजी",8
"एंटी-टैंक",8
"जमीयत-उल-इस्लाम",8
"जमेशदपुर",8
"एंट्रेस",8
"जम्पा",8
"जम्‍मू-कश्‍मीर",8
"मूंगे",8
"मूकदर्शक",8
"हार्स",8
"एंडोमेंट",8
"जयदत्ता",8
"एंड्रॉइड",8
"मूलांक",8
"ढाबे",8
"हालंकि",8
"जर",8
"मेघराज",8
"मेडन",8
"अगेन",8
"एएफसी",8
"मेनू",8
"मेमू",8
"81,000",8
"जलना",8
"जलपाईगुड़ी",8
"मैंगलोर",8
"जलसीमा",8
"मैग्नेटिक",8
"मैटिस",8
"मैटर्स",8
"मैडॉक",8
"अघाड़ी",8
"मैथिली",8
"अघाडी",8
"एकसमान",8
"जसवंत",8
"मॉनिटरी",8
"17.4",8
"जहमत",8
"मोगा",8
"मोटरबोट",8
"हिंदूओं",8
"हिचकिचाते",8
"मोड़ा",8
"ज़करबर्ग",8
"एक्जिक्यूटिव",8
"ज़ख्म",8
"मोनोऑक्साइड",8
"ज़फ़र",8
"ज़बर्दस्त",8
"ज़माना",8
"ज़रीफ़",8
"ज़ल्दी",8
"27.8",8
"मोहर",8
"ज़हनी",8
"हिजरा",8
"हिटिंग",8
"ज़ारी",8
"ज़िंदगियां",8
"एक्सएल6",8
"मौली",8
"म्नुचिन",8
"अजरबैजान",8
"म्यूनिख",8
"10वीं-12वीं",8
"य",8
"यंत्रों",8
"यजीदी",8
"ज़ैनब",8
"अजहरूद्दीन",8
"यहां-वहां",8
"अज़हरुद्दीन",8
"यांग्से",8
"यातनाओं",8
"एक्सप्लोर",8
"जांबी",8
"यामाहा",8
"जाऊंगा।",8
"276",8
"एक्सरे",8
"युनिट्स",8
"एक्सेंट",8
"अजीजिया",8
"279",8
"जागना",8
"एक्सेसरीज",8
"यूएसएसआर",8
"यूगोस्लाविया",8
"जागा",8
"यूजेस",8
"जाजई",8
"जागे",8
"यूनियनें",8
"यूनीपोल",8
"अज्ञानता",8
"एग्रीगेटर",8
"येल्लापुर",8
"येसो",8
"जानकरी",8
"रंगराजन",8
"रंगीला",8
"रंज",8
"28,000",8
"जाने-अनजाने",8
"रक्तरंजित",8
"एचपी",8
"रखतीं",8
"रखिए।",8
"रखूंगी",8
"जामी",8
"रगड़",8
"रघुनाथ",8
"अटारी-वाघा",8
"रजाई",8
"9.50",8
"जाला",8
"अटेली",8
"एटवुड",8
"अटैक्स",8
"रपट",8
"रबड़बैंड",8
"179",8
"जिताऊ",8
"रश्मिका",8
"रहता।",8
"रहनेवाला",8
"जिप्सी",8
"एडवाइस",8
"हुडा",8
"राइजिंग",8
"जियोटैगिंग",8
"एडिक्शन",8
"राइनोप्लास्टी",8
"राक्षसी",8
"राकेट",8
"जिस्मफरोशी",8
"राजदान",8
"राजदेई",8
"राजदूतों",8
"920",8
"अण्डे",8
"जि़म्मेदार",8
"एडीजे",8
"जीएमडीए",8
"1.27",8
"राजमोहन",8
"राज्यो",8
"जीताने",8
"राधामोहन",8
"937",8
"राम-राम",8
"रामनगरी",8
"रामबाबू",8
"राममनोहर",8
"जीवा",8
"gigafier",8
"जुए",8
"रावसाहेब",8
"अत्री",8
"राष्ट्रगीत",8
"राष्ट्रधर्म",8
"राष्ट्रभाषा",8
"राहिल",8
"979",8
"राहुल-प्रियंका",8
"एनपीसीआई",8
"जुड़े।",8
"एनबीसी",8
"एनरिक",8
"जुबां",8
"रिचार्जेबल",8
"99,900",8
"एनवायरनमेंट",8
"रिजीजू",8
"एनर्जेटिक",8
"अदब",8
"रिदम",8
"रिपुन",8
"रिपेयरिंग",8
"सजाएं",8
"296",8
"रिफाइंड",8
"एनसीपीसीआर",8
"जूडी",8
"जूते-चप्पल",8
"जूरिस्टिक",8
"रिलांयस",8
"जूली",8
"रिवाइव",8
"रिवाजों",8
"रिवॉल्यूशनरी",8
"जेजू",8
"9999",8
"जेटली।",8
"रीजनिंग",8
"जेनरिक",8
"9वां",8
"रीप्ले",8
"रीसैट-2बीआर1",8
"जेपीएल",8
"रुकता",8
"रुकवाने",8
"जेबी",8
"2c",8
"जेमी",8
"रुकेगी।",8
"जेयूआई-एफ",8
"अधिकता",8
"अधिकरण",8
"रुद्रप्रयाग",8
"एफएसएल",8
"18.1",8
"रुलाने",8
"रूके",8
"एफ़",8
"रूपाली",8
"जैतपुर",8
"रूमाल",8
"रूम्स",8
"जैदी",8
"एबटाबाद",8
"जैमर",8
"a-सीरीज",8
"जैल",8
"18.3",8
"रेजिडेंट्स",8
"रेडीमेड",8
"अधिभार",8
"रेतीले",8
"रेनिटिडिन",8
"एमईपी",8
"रेफ्रिजरेटर",8
"रेफ़री",8
"रेबीज",8
"रेलगेट",8
"रेलमार्ग",8
"रेलखंड",8
"अधिष्ठाता",8
"जोड़ें",8
"एमक्यूएम",8
"जोत",8
"जोनाथन",8
"रोको",8
"जोल्लू",8
"एमपीसीए",8
"एमफिल",8
"रोटियां",8
"रोडमल",8
"जोड़े।",8
"जौमेटो",8
"ज्ञानपीठ",8
"ज्ञानवापी",8
"रोस",8
"ज्यूडिशरी",8
"रोज़ी-रोटी",8
"ज्योतिर्लिंग",8
"लंगड़ा",8
"लंडन",8
"एम्युनिशन",8
"एयर-कूल्ड",8
"लक्ष्मी-गणेश",8
"लक्ष्मीनारायण",8
"3,500mah",8
"लगवाई",8
"लगाईं",8
"लगाऊंगा",8
"लगाओ",8
"लगाये।",8
"सदभाव",8
"झप्पी",8
"लटकने",8
"लटकती",8
"झांक",8
"हैलट",8
"लड़खड़ाती",8
"झाड़ते",8
"एरेबस",8
"लड़ूंगा",8
"झिल्ली",8
"झीलें",8
"लपेटे",8
"झुककर",8
"एलआरओसी",8
"लहज़े",8
"झुलसने",8
"लहराई",8
"झुलसी",8
"अनवरत",8
"लहराकर",8
"झूमने",8
"लाइटों",8
"लाइटें",8
"हौज",8
"एलर्ट",8
"लाठी-डंडे",8
"टकराया।",8
"एलिमेंट",8
"लाद",8
"लाने-ले",8
"एलिवेटेड",8
"लाभप्रद",8
"अनाउंसर",8
"एलेक्जेंडर",8
"अनाड़ी",8
"लालबाग",8
"लालटेन",8
"टर्बोचार्ज्ड",8
"लावा",8
"एल्बम",8
"अनापत्ति",8
"टाइटैनिक",8
"टाइटेनियम",8
"लिखूंगा",8
"अनायास",8
"लिटा",8
"लिट्टन",8
"एविन",8
"लियाक़त",8
"टालते",8
"लिवरपूल",8
"टावर्स",8
"टिकटिंग",8
"aisa",8
"टिकता",8
"लीजिये",8
"लीन",8
"एसएन",8
"लुकमैन",8
"एसएमएचएस",8
"टिमोथी",8
"१२०",8
"लुत्फ़",8
"लुभाया",8
"टी-3",8
"लूथर",8
"टीआई",8
"लेकिन…",8
"लेटलतीफी",8
"लेटर्स",8
"लेबोरेटरी",8
"लैंडिग",8
"लैटेंसी",8
"लैन्डिंग",8
"एसिडिटी",8
"11.6",8
"अनुछेद",8
"लॉन्डरिंग",8
"एसीए-वीडीसीए",8
"एसेंशियल",8
"लोकमत",8
"लोकसेवा",8
"लोगे",8
"लोग।",8
"लोटे",8
"लोवर",8
"लोया",8
"एस्टोनिया",8
"लौंग",8
"लौकी",8
"लौटता",8
"एस्ट्रोनॉट्स",8
"एस्बेस्टस",8
"टेबलेट",8
"५९",8
"वक़ीलों",8
"टेम्बा",8
"अनुमंडल",8
"टेरीजा",8
"टेलिफोटो",8
"वजुभाई",8
"वज्र",8
"1.37",8
"वत्स",8
"वन-टाइम",8
"api",8
"टैको",8
"टैंपरिंग",8
"ऐक्टिविटीज",8
"टैक्सटाइल",8
"टैक्सीबोट",8
"वर्गीय",8
"वर्ण",8
"टैबलेट्स",8
"टैलंट",8
"वर्मन",8
"अनुवांशिक",8
"टॉक्सिक",8
"1872",8
"वलयाकार",8
"वर्सोवा",8
"वसूलना",8
"वाइब्रेंट",7
"वाइल्डलाइफ़",7
"वाकआउट",7
"टोपे",7
"वाक़िफ़",7
"ऐनुअल",7
"वाघेला",7
"asean",7
"वाचिरालोंगकोन",7
"वाच",7
"वाजिद",7
"वाटरपार्क",7
"अनुसूचि",7
"ऐरी",7
"ऐम्बुलेंस",7
"assam",7
"वाधवा",7
"वाबजूद",7
"वामदल",7
"ऐल्विस",7
"वायसराय",7
"assocham",7
"ट्रांसपोर्टरों",7
"वार्तालाप",7
"वार्ताकारों",7
"ट्रांसलेट",7
"ट्रांस्क्रिप्ट",7
"वासे",7
"वास्तुशिल्प",7
"वास्तुकार",7
"ट्राय",7
"ऐहतियाती",7
"विंक",7
"विंध्य",7
"विंडोज",7
"ऑटिज्म",7
"विकासात्मक",7
"विक्ट्री",7
"ट्रेडमार्क",7
"अन्नदाता",7
"ऑटोफोकस",7
"ट्रेपेज़ियम",7
"ट्रै",7
"विजिटर",7
"ऑटोमैटिकली",7
"30-30",7
"awards",7
"विद्वेष",7
"विधाओं",7
"विधानपरिषद",7
"ट्वेंटी-20",7
"ऑन-स्क्रीन",7
"ठगे",7
"ऑनबोर्ड",7
"विनम्रतापूर्वक",7
"विनिंग",7
"1890",7
"विपत्ति",7
"ऑपरेंडी",7
"ठहाकों",7
"ठाकुरगंज",7
"विरोधों",7
"विलाप",7
"ठुकराए",7
"ऑप्शनल",7
"विवादस्पद",7
"ऑफ-रोड",7
"30000",7
"विशेषाधिकारों",7
"डंके",7
"डंपिंग",7
"विश्वगुरु",7
"डकार",7
"विश्वेश्वरैया",7
"डटा",7
"अपनाया।",7
"विषाणु",7
"विषनाशक",7
"डबल्स",7
"डब्ल्यूटीए",7
"bc",7
"अपनेपन",7
"वीकडेज",7
"ऑर्गनाइजर",7
"वीडियों",7
"वीणा",7
"डराना",7
"वीबी",7
"वीनस",7
"वीरांगना",7
"वीर्य",7
"वीवरों",7
"ऑल-इन-वन",7
"beat",7
"वू",7
"डांटने",7
"डांडी",7
"वृद्धी",7
"वेंकटचलम",7
"डाइऑक्साइड",7
"ऑस्ट्रियाई",7
"डाइवर",7
"वेग",7
"वेगास",7
"वेटरनरी",7
"वेबसीरीज़",7
"वेरिफाई",7
"अपरोक्ष",7
"डायबिटिज",7
"वेल्बी",7
"वैदेही",7
"वॉचडॉग",7
"वॉक्स",7
"ओतप्रोत",7
"ओन",7
"डिएगो",7
"31,313",7
"वॉश",7
"वोकेशनल",7
"वोक्कालिंगा",7
"वोटो",7
"डिग्गी",7
"डिज़िटल",7
"डिजायन",7
"डिज्नी",7
"ओबी",7
"डिडिएर",7
"व्यूईंग",7
"ओमकार",7
"0.28",7
"व्लाद",7
"व्लोदीमीर",7
"ओमंग",7
"bjp-शिवसेना",7
"व्हिसलब्लोअर्स",7
"ओमर",7
"डिप्लोमैसी",7
"डिफाल्ट",7
"ओरिएंटेड",7
"शंकरपुर",7
"शंभुनाथ",7
"शक्तिपीठ",7
"ओरियंटल",7
"अपोजिंग",7
"शत-प्रतिशत",7
"ओला-ऊबर",7
"डिवलपमेंट",7
"शनिदेव",7
"शपथ-ग्रहण",7
"शफाखाना",7
"शबनम",7
"शबरीमलै",7
"शब्दकोश",7
"डिसइंफ़ो",7
"शमीमा",7
"शम्मी",7
"शरणस्थली",7
"शराफत",7
"शर्ते",7
"डिस्ट्रिक",7
"डिस्ट्रीब्यूटर्स",7
"डिस्ट्रीब्यूशन",7
"डिस्ट्रीक्ट",7
"ओवरलोड",7
"अप्रूव",7
"डीआईसीजीसी",7
"19-20",7
"शहाना",7
"ओशाने",7
"शांति-व्यवस्था",7
"1150",7
"डीएमसी",7
"शादियाँ",7
"शाश्वत",7
"डीयूपी",7
"bs-4",7
"औपचारिकताओं",7
"शाहिदी",7
"अफगानों",7
"अफजाई",7
"शिंतो",7
"शिंडलर",7
"औफिस",7
"bs-6",7
"शिकायतकर्ताओं",7
"डीज़ल",7
"शिकारियों",7
"अफरा",7
"डुमस",7
"शिथिल",7
"शिनवारी",7
"शिन",7
"औवैसी",7
"शिराक",7
"शिलापट्ट",7
"औैर",7
"शिवरंजनी",7
"शिवपूजन",7
"शिवराम",7
"डेजी",7
"शिवसेना-भाजपा",7
"कंकण",7
"शिवाजीराव",7
"डेढ",7
"शिवालिका",7
"शीयर",7
"bt",7
"शीश",7
"शीशी",7
"डेब्‍यू",7
"शुटिंग",7
"शुनाली",7
"शुभकामनाओं",7
"कंटीले",7
"डेर",7
"32.1",7
"शेखवात",7
"कंट्रोल्स",7
"कंट्रोवर्सियल",7
"शेम",7
"शेरमन",7
"शेरनियां",7
"कंडिशनर",7
"शेव",7
"कंडीशनिंग",7
"शैलेष",7
"डॉक्यूमेंट्स",7
"शॉर्टकट",7
"शोज़",7
"डॉमिसाइल",7
